"ID","GSM3235666","GSM3235669","GSM3235720","GSM3235723","GSM3235755","GSM3235758","GSM3235764","GSM3235767","GSM3235877","GSM3235880","GSM3235886","GSM3235888","GSM3235894","GSM3235897","GSM3235903","GSM3235906","GSM3235912","GSM3235915"
"SLC16A1",7.89612423575,7.3321582445,7.968382578,6.82249496575,7.675702994,7.490178221,8.549214829,8.504838201,9.026355619,9.11806064125,7.9292925025,7.79935710125,7.578279496,7.18087058325,8.302573046,8.131689889,9.134824289,8.98329611625
"SLC16A10",3.682802718,3.644893654,3.978617054,3.626719072,3.882038803,4.156060637,4.002718941,3.967659332,3.47563289,3.903082461,4.107729148,3.88260773,4.2251395,3.953388339,3.992476171,3.850148183,3.611154214,4.128998423
"SLC16A2",5.326899892,5.450178884,7.295612116,7.541757722,7.563785609,7.569803852,6.5211839,6.020479937,7.260925847,7.847131909,7.16099746,6.286965257,7.334816346,6.480884514,4.57817445,4.868949679,7.670497316,7.650548194
"SLC16A3",6.12660665266667,6.01226767,5.92467849666667,5.678101148,7.79526408766667,7.583961224,7.71988268433333,7.91435506833333,7.603398079,7.67682816866667,4.68255816966667,4.98581610633333,6.91469275233333,7.044259407,7.96936212866667,7.88910546033333,4.120275903,4.40143309633333
"SLC16A4",7.919646274,8.94604212,4.302998228,4.080425096,5.252049135,5.068136513,8.091052081,8.347727116,4.539390314,4.506252007,4.583486302,5.046554971,4.010523179,3.678684561,8.419627864,8.750104538,4.22617693,4.389661314
"SLC16A5",5.982498121,7.026901119,5.234408251,6.0560913035,4.805447816,4.912941607,4.652772272,4.752680451,4.379905411,4.589161229,4.994245655,4.503924448,6.6132034625,7.7299714095,5.630884989,5.9977422865,3.9906543195,4.1048859165
"SLC16A6P1",3.623684926,3.624067618,3.561123168,4.03023552,4.796868155,4.859185357,3.879953573,3.926790111,6.008789103,6.082704512,4.252458797,5.263580884,4.692411692,4.776262472,7.384417535,8.250089428,4.776946237,4.87050121
"SLC16A7",3.8482634645,4.0690944955,5.217994333,6.8079706355,4.7388084575,4.5627274705,3.954906886,4.139415619,6.2890527185,5.990437774,4.1312302835,4.02365274,5.0687496035,6.459776873,7.008575266,6.868646972,3.5748240025,4.0308485175
"SLC16A8",3.841315806,3.922146135,4.296997312,3.794647816,3.914940452,3.662035646,3.738056992,3.773502476,4.001890455,3.51327707,4.021283096,4.241575939,3.981640012,3.866694747,3.956887417,3.91408524,3.77176978,3.800263224
"SLC17A1",3.871451249,3.794901649,4.040484557,3.773624177,4.060065192,3.631414321,3.915902762,3.792028,4.06875859,3.83620404,3.719955205,3.634132273,3.973795328,3.792944201,4.031577378,3.991398847,3.869480979,3.59622107
"SLC17A2",3.416516557,3.800643317,3.710996792,3.634933674,3.745877302,3.731990277,3.614199645,3.804955466,3.662390292,3.667758339,3.625070063,4.249403848,3.586953378,3.463136211,3.925111531,3.823254114,3.827011821,3.768922383
"SLC17A3",6.693836814,6.362968473,3.470450928,3.879199188,3.668655646,3.78629813,3.674447748,3.708565226,3.540866537,3.615589261,3.96367042,3.541725314,3.516959011,3.891638585,3.898170977,3.55638499,3.673105763,3.681031401
"SLC17A4",3.905346554,3.843992127,3.876764468,3.835269773,3.721221418,4.022399981,3.863073085,3.991252286,4.089696744,4.056587789,4.021982265,3.954671873,3.825798498,4.122740023,4.141211332,4.043373625,3.964423963,3.8610638
"SLC17A5",4.948988584,6.141863183,6.464249893,8.334099855,5.628107413,6.186191052,6.906104999,6.83738937,6.191219482,6.706118018,6.563028705,6.781381984,5.834632495,6.704158564,5.479401565,6.019823356,6.590980171,6.819400754
"SLC17A6",3.640172112,3.750018749,3.935828178,3.844617217,3.530473584,3.468488404,3.720766062,3.54455213,3.654842581,3.276992545,3.626502942,3.45238522,3.31394768,3.802558227,3.916118938,3.753826624,3.744036175,3.870986298
"SLC17A7",4.537781954,4.5405161205,4.4812785695,4.9037529925,4.274798439,4.584548303,4.407167047,4.335009345,4.494138808,4.4150928315,5.1628227335,4.3708192405,4.313800099,4.3103605985,4.890499898,4.2332958735,5.2616529755,5.6837545395
"SLC17A9",4.102391835,4.119162782,4.049717992,3.826903831,4.523870924,4.39370195,4.760915452,5.170103544,3.672290883,3.9415042,3.995347387,4.259025148,4.072671167,4.01885986,6.992856863,7.048307912,3.86104131,3.804330618
"SLC18A1",4.280777764,3.659479095,3.739935509,3.679119749,3.779331238,3.843402783,3.798366965,3.978881684,3.93362723,3.829601257,3.95991123,4.087107673,3.809113352,3.837390187,4.3387749,4.23796147,3.809128759,3.969640904
"SLC18A2",3.852848593,3.647594238,3.789822078,3.963069496,3.549430161,3.464063135,3.652132003,3.731833404,3.71518105,3.792639016,4.644832667,3.949170861,3.655197796,4.017334474,3.598637688,3.608585317,3.902585357,3.878449758
"SLC18A3",4.008968317,3.798872497,3.802540742,3.849320661,3.622283608,3.888562485,4.069545712,3.563551944,3.973600521,4.050978955,3.78044609,4.328177476,3.677734478,3.892443721,3.791201212,3.680069547,3.686921321,3.897794022
"SLC19A1",5.52765395325,4.928832683,5.45967842875,4.30319894675,5.323486745,5.32289224825,4.59727516275,4.513376536,5.57442116575,5.0547314715,5.080035516,4.998656434,5.112752074,4.49987328975,5.91300642375,5.610094198,4.82102565425,4.459938379
"SLC19A2",7.375629712,7.421515483,7.654498309,7.244851457,7.899359167,8.045064673,7.729334656,8.066103833,6.120750155,7.059779499,7.008978288,7.035893835,7.596857692,7.674267906,8.281830712,8.596509158,5.504986687,5.61022025
"SLC19A3",3.807004894,3.738760837,3.716756017,4.519323737,3.468009925,3.729166485,3.702724901,3.499179248,4.406372363,3.620319384,5.48994012,6.672770496,4.137723843,3.956032514,5.235045306,4.862176067,3.695911367,3.638847799
"SLC1A1",4.8237189185,5.018298976,4.2352326665,4.0642712515,4.04864686,4.161203159,3.839490542,3.6309370425,4.9145761515,5.4822819925,4.9186050175,4.4027221255,6.0733985805,5.622120663,3.8361498975,3.928675862,3.7664482485,3.8043372265
"SLC1A2",4.172126705,4.2111545415,4.096733861,4.0508553875,3.870861002,4.0001534765,4.0296226135,3.9961050915,4.4372371415,3.8940212045,4.279312018,4.333992258,4.0816519495,4.3302939895,4.247319055,3.9732715575,4.146888703,3.942684402
"SLC1A3",4.846032195,4.781907146,5.594999708,5.012835619,6.823593894,6.430890817,7.993870115,7.517652016,10.78033528,10.46610389,6.658837321,6.715160589,7.079808858,7.491086802,7.629893767,7.09576962,4.814036883,5.008884095
"SLC1A4",6.78117938,6.7953222075,6.45413464375,6.2653004315,6.856990731,7.0678098595,6.3665481795,7.227581968,5.20059400625,5.1412832545,5.91006372475,6.30977247725,5.117264517,5.687738962,6.70778051975,6.702183268,7.119297429,6.939492907
"SLC1A5",10.08136482,9.863651321,8.621876951,8.508143654,8.595457824,8.512107185,8.375389207,9.448231734,8.380000529,8.337565295,7.6904951,8.242249938,8.761266948,8.977916734,9.372336625,9.245754786,8.153497575,7.781841838
"SLC1A6",4.010355009,4.082508417,3.742794886,3.829093061,3.897961278,3.816134338,3.984654412,3.951203907,3.937321131,3.811908989,3.92652711,3.777450566,3.897950405,3.877447257,4.406676692,3.882935742,4.318827228,4.363456566
"SLC1A7",4.1841945835,4.4338364705,3.986284706,4.0150859075,4.518555314,4.503905527,4.405659596,4.2397369095,4.1193340265,4.067385492,4.3019823935,4.5655563945,4.1346139775,4.293805367,4.289526946,4.2896596965,4.506564056,4.4577578445
"SLC20A1",9.809306627,9.581958967,9.545334897,8.481825719,11.26724791,11.59683333,10.84309821,11.40695245,10.50135009,10.71426746,10.33210192,10.60253441,10.179709,9.427628042,10.64181837,10.9774376,9.605975449,9.543949316
"SLC20A2",5.292444446,5.458495543,6.03566706,5.899767703,5.908791452,6.294924233,5.559273708,5.431697418,5.644774843,5.704511734,6.204852494,6.378062054,7.95048406,8.708640551,5.437531276,5.597834539,6.093451762,5.883745672
"SLC22A1",4.202305869,3.925942306,4.73380948,5.105752553,4.109634668,3.599768666,3.700542199,3.909033949,4.848968914,5.229183003,3.944980989,3.963464304,3.892671661,4.003356083,3.944815953,3.848179764,4.376943414,3.657755696
"SLC22A11",3.459398241,3.315529264,3.656708202,3.700523157,3.858360729,3.678432332,3.407022861,3.54422963,3.752704539,3.650826474,3.485022465,3.566687967,3.668228286,3.833638758,3.853645959,3.544324857,3.381395059,3.683880245
"SLC22A13",4.010392021,3.909343877,3.538297165,3.527476435,3.594059495,3.754179386,3.615100486,3.489799635,3.776873736,3.563690038,3.681831931,3.982486617,3.465217476,3.456204771,3.790002655,3.746502901,3.580864735,3.697053457
"SLC22A14",3.667077078,4.395101365,3.988860136,4.104358462,3.771584185,4.231388368,4.278498157,4.391486778,4.254611234,4.160329552,3.601771725,3.698265331,4.110892679,4.018344504,4.103872286,4.157557637,4.073168186,4.230672097
"SLC22A17",4.79553753,4.978884486,4.164375378,5.505071374,4.549727033,4.264396794,3.752924651,3.743502237,4.344110714,4.504633662,5.564636058,6.197296721,3.903153058,4.496697652,4.355262901,3.905076897,5.339153854,5.047766179
"SLC22A18",8.029044997,9.652010104,6.607712357,8.489359657,5.975859345,6.646040021,7.180254221,7.798763422,6.569755343,7.649832942,6.320008849,7.016951612,6.837179573,7.919864916,5.862812725,6.853315164,5.600661189,6.172383812
"SLC22A18AS",5.731649229,7.001310244,4.219488931,4.097752962,3.946487343,4.319596162,5.012069479,6.158489462,4.566474741,4.498163788,4.505709207,4.865121444,4.146149793,4.223750536,4.116667175,4.408552199,3.885498249,4.174512742
"SLC22A2",4.43034616,4.773806109,4.031785913,3.98535982,4.264965059,4.454375187,4.084642923,4.176030074,4.250033414,4.264926998,4.133400084,4.561338747,3.874936273,4.329853187,3.873719337,4.083977445,4.285186263,4.135402415
"SLC22A3",7.26489481,8.085535539,7.972489323,8.893251746,3.357720594,3.671975141,3.426680533,3.493832602,3.321566826,3.321503519,3.573515998,3.290342121,3.468730744,3.3855005,3.255106103,3.567571639,3.657246599,3.406655858
"SLC22A4",5.916127366,5.81790583,7.913491401,6.583269322,7.619096992,7.468227993,6.524338555,5.778149941,8.131069865,8.057635997,5.31211069,5.081027153,6.968309442,5.88927686,7.587895377,7.38844631,3.937728702,4.873521582
"SLC22A5",7.879446393,7.992052212,7.549857437,8.069524015,5.65361422,5.789993006,5.419357764,5.286364706,8.377232278,8.914266676,4.390862209,4.497082303,6.701416898,6.740744447,6.643242039,6.285598229,4.837212604,5.527978002
"SLC22A6",3.94529613,3.9072760405,3.68760572,3.8054396315,3.6570958135,3.81026861,3.7523417955,3.6650309085,3.939645823,3.607366805,3.784849622,3.904078051,3.6455537495,3.7628243885,3.8708183305,3.8961039155,4.0563309365,3.8311693025
"SLC22A7",4.255213497,4.378015777,4.24093940733333,4.314467622,4.26473393833333,4.23544489433333,4.254609827,4.21046881533333,4.45354421333333,4.33269750233333,4.56520382233333,4.49622643333333,4.41488259133333,4.27496897333333,4.40096408533333,4.10547636033333,4.09937227766667,4.223990081
"SLC22A8",3.798940035,3.89028438,4.528437896,3.961251705,3.502355176,3.961378191,3.793919477,3.932076739,3.763742087,3.728531493,3.953961984,4.226820476,3.822070726,4.052930796,3.768322248,4.090691962,4.013063049,3.98034643
"SLC23A2",6.33017181766667,6.76844247866667,5.97352098566667,5.83670212766667,6.161930601,5.915650384,5.221647867,5.21462515266667,5.36529044,5.55344315666667,5.68547308566667,5.847710722,5.53917597333333,5.482963879,5.73986188766667,5.64288629633333,5.65606758333333,5.40477219433333
"SLC24A1",4.2060289395,4.36643294075,4.08980770575,4.3738521715,4.37046881325,4.4308979195,4.524772252,4.4941837565,4.94359167025,4.76034785125,4.47493728225,4.492371799,4.42016920725,4.629913286,4.24082757725,4.24824099825,4.6115133985,4.55585394025
"SLC24A2",3.675922785,3.586642516,4.019301436,3.63759099,3.731421094,3.88455599,3.854160052,3.536780996,3.752618378,3.662104924,3.878300838,3.82672375,3.7433119,4.314241681,3.824438893,3.805434383,3.680522422,3.71877779
"SLC24A3",4.2418462285,4.3548701305,4.3428001775,4.1937878735,4.3607368245,4.255648777,4.0413803925,4.095252437,4.079695485,4.041540068,4.298919394,4.3355380065,4.6219654735,4.4889102615,4.152252971,4.2409854755,4.063375337,4.1934980705
"SLC25A1",8.535697675,9.137619694,8.575235415,9.379744869,7.969437314,8.884858975,8.620540054,9.413940624,7.500470386,7.561405965,7.25054711,7.595558973,8.468214399,9.469617516,8.86843573,9.165207567,8.283097683,8.88865744
"SLC25A11",9.4021597085,9.2806106555,9.030031793,8.4403602985,7.784385871,8.0261104355,7.5841307075,7.362112202,8.082469224,8.2731496235,8.021835711,7.761323867,8.8272358355,8.5228230495,8.96648472,8.915195165,8.160619297,8.0226844675
"SLC25A12",7.3435402405,7.331794532,7.3856590245,7.7004565465,7.4658628075,7.227935591,7.390127091,7.0472624185,6.420319961,6.5102499985,7.6696924935,7.468430785,6.652566574,6.799070029,7.8098685455,7.6449995215,7.9189782865,7.787131593
"SLC25A13",8.720528532,8.420484166,8.735780208,8.820691312,7.534660681,7.590265355,8.528035969,8.705458597,8.434117206,8.575410607,9.193320486,9.213639075,8.085586619,8.345344963,9.032780565,9.173290026,6.961372747,7.364432021
"SLC25A14",7.303093898,7.0382609695,6.239027955,6.2093477675,7.311674652,6.989726626,6.8988058565,6.9235415135,6.0527010145,6.0659417655,7.6769939375,7.6698244745,5.972309902,6.0089159545,7.4240127385,7.6056631795,7.560104575,7.4417668335
"SLC25A15",8.389088757,7.910759905,8.391933905,6.5612398,7.416922456,7.520570165,7.095724869,6.95273687,7.18511301,6.725462031,8.245478311,8.235082759,7.793240508,6.564985463,9.282431235,9.279178175,9.193000917,8.712070315
"SLC25A16",5.697012478,6.210318796,5.486349269,6.332142263,5.839311744,6.324655752,5.573118874,5.46841346,5.956528873,6.291080648,5.426787455,6.331209248,5.243450625,5.631151871,5.262145263,4.95447739,6.234704042,6.262006811
"SLC25A17",6.529006032,6.251611753,6.59401327,6.2461287355,6.870437324,6.885578093,5.8632716145,5.7475316145,7.056391983,7.115602885,6.756308749,6.1498845535,6.646428846,6.6448435045,7.1114706535,6.9084307045,7.0600364715,6.652311571
"SLC25A20",6.320424266,6.233248334,6.492156501,6.390387904,6.562558622,5.896722154,6.193714148,5.78366833,5.28137643,5.539305043,7.188471355,6.688411206,5.868705234,6.204782276,6.780181012,6.13806223,7.466074664,6.83485129
"SLC25A21",3.607878265,3.998985414,4.157094948,3.778265447,3.843056544,3.818268926,3.968808967,3.846794415,3.713811591,3.792033338,4.08013398,3.808052589,5.29524673,4.820252668,4.595901268,4.394906568,4.113367284,4.938373789
"SLC25A23",5.23888288,5.115755032,5.099866373,5.354408457,5.062201073,5.017949828,6.609374601,6.217245597,6.548269793,6.038996496,5.844286036,6.100429698,6.25238961,6.252460502,5.194779725,5.246391808,7.129919647,7.327090641
"SLC25A24",9.668618027,9.507935875,10.37801453,10.26301017,9.837629975,9.732062848,10.58761376,10.45275985,9.496999618,9.616450959,9.307154556,9.451206544,10.10042466,9.860491089,9.478763939,9.335272534,10.26114737,10.5101761
"SLC25A28",7.236726289,6.864662827,7.267595011,6.444458142,7.87454177,7.851754966,6.464334232,6.504340488,7.174196361,7.190254393,7.324090537,7.286384508,6.078479835,6.082552669,7.882321515,7.468622719,7.334207931,7.325398563
"SLC25A3",12.47941403,12.5969915,12.20803282,12.26694664,12.42448447,12.52558583,12.34328576,12.36095123,12.25790353,12.36305596,12.53848163,12.55355994,12.23296053,12.12221085,12.57393928,12.55335887,12.13566524,12.25950599
"SLC25A30",3.752712776,3.700757282,3.856155587,3.913083709,3.778621033,3.368884988,3.797121478,3.777956293,3.830558946,3.859778619,3.953904055,4.033018434,3.988242775,3.75948457,4.187886666,4.072877738,4.110514914,4.345877499
"SLC25A31",3.251590215,3.407886939,3.388469239,3.44161422,3.241913398,3.25897842,3.390658233,3.50754683,3.370979697,3.298065088,3.315266281,3.334876163,3.344231583,3.295423659,3.744072847,3.315595729,3.191732894,3.317214463
"SLC25A36",7.642278544,7.504222948,7.30983294166667,8.19377768466667,8.50190254366667,8.47084927333333,9.44101864566667,9.605534475,8.80971159966667,8.79652255466667,8.71609298766667,9.16699967233333,8.01642284433333,8.693479037,8.236789543,8.20459779933333,8.86515999333333,9.16377410533333
"SLC25A37",6.8477048935,6.495208545,6.1142728865,6.2872871325,7.1389941645,7.4525158045,6.069631143,6.1061095385,6.7974515475,6.617329559,6.1692253565,6.880298354,6.505996466,6.0153580635,6.53869304,6.961117965,6.01548707,6.14115279
"SLC25A38",8.002230693,8.001439585,6.601123997,6.87572999,7.89135752,8.02620544,7.741841947,8.150013215,8.206643596,8.183898419,7.077390754,7.425527983,7.626962453,7.746147401,7.856524729,7.603716927,7.989487285,7.896069413
"SLC25A4",5.801073341,5.879018596,5.826666887,5.6355233255,5.747170988,5.7847615225,5.5802484915,5.5909373045,5.743583664,5.6573395225,5.637911611,5.2835388485,5.761931686,5.726759939,6.0598224815,5.772660871,5.996685934,5.7237326645
"SLC25A40",6.107322814,5.761369531,6.692592279,6.471169073,6.846860635,6.319098065,6.183598786,6.459788027,5.730824032,5.811056673,6.711527878,6.487064111,5.546178003,5.731953575,6.012894244,6.270423076,6.411524569,6.525110177
"SLC25A44",7.7635095495,7.9643987865,8.2607515285,8.2879969985,7.3017772455,7.3846720315,7.5639020255,7.7007521235,7.7318543025,7.668777262,7.9481543835,7.7534935025,7.685199422,7.7876408515,8.1109494905,8.129685687,7.670114573,7.555118838
"SLC25A46",9.316679889,8.963152772,8.094528377,8.248509152,9.861166544,9.995424559,9.173313388,8.893651025,9.332251912,9.415604869,7.627634702,8.001460024,9.202937083,9.096657842,9.199461011,9.286014306,3.660364298,4.031232881
"SLC25A5",12.32413612,12.31094307,11.51221689,10.95375149,12.09883289,12.00162382,11.68448417,11.73993565,11.72112015,11.70935003,12.32883079,12.09548644,11.81600298,11.37266432,12.4211083,12.47677978,12.20884626,12.06562077
"SLC25A6",11.20797029,11.408608545,10.91188524,11.529020135,9.360908471,9.443437211,11.692955625,12.052508555,11.0645326,11.19793446,9.917001488,10.506096945,10.659042,10.873281385,11.99222734,12.07201483,11.22382487,11.405364415
"SLC26A1",4.133075419,3.791138545,3.839390461,4.103365936,3.88781106,3.992567097,3.878097379,3.731513792,3.941061957,3.634389925,4.145717917,3.775102883,3.76898939,3.922743471,4.018926278,4.45912697,3.891987153,4.026467962
"SLC26A2",7.067468426,6.771247586,8.715742311,8.707415575,7.551482581,7.915860202,7.660075429,7.416353907,6.755955354,7.231492246,6.982781581,7.287651235,8.861239628,9.153541304,8.698236789,9.255692468,7.501739378,7.998033629
"SLC26A3",3.49245276,3.61299753,3.532025419,3.473187817,3.45652152,3.506023067,3.507205137,3.530800122,3.460337762,3.702859559,3.495971223,3.533519393,3.500948828,3.483998599,3.782698609,3.338626511,3.708040565,3.643206894
"SLC26A4",3.773952816,3.49888498,3.603466658,3.489593498,3.575804414,3.916798252,3.876548877,3.841144195,3.668368551,3.6172972,3.711596601,4.485117467,3.193928789,3.655202713,3.526734317,3.753972114,3.670621691,3.536530167
"SLC26A6",5.692498171,5.628325181,5.930005497,5.661312182,5.487439765,6.415024838,6.068100448,6.940996797,5.414736248,5.624794298,5.271970927,5.131139319,5.158304214,5.43947238,5.208080393,5.433243037,5.725951939,5.770330464
"SLC27A2",9.858150302,10.175794325,11.121331425,11.70404833,4.7660576075,4.227723586,4.386025806,4.0145236305,5.4033562895,5.048539713,4.5545646705,4.2671446475,8.290228353,8.1846786155,6.742022642,7.082864219,4.518183886,4.5720065465
"SLC27A3",4.258191372,3.961484627,5.292882364,5.540848379,4.488510104,4.219371235,4.87592127,4.379424886,5.058519994,5.038654283,5.266338699,4.685908238,4.683230563,4.073228204,3.827287718,3.972126545,5.83656395,6.179124783
"SLC27A5",7.434664139,7.399976558,6.700576333,6.47976153,4.814525202,4.591930462,5.777377416,6.103682172,5.058189145,5.193276056,5.757466114,5.414382503,4.769268221,5.744062242,7.876859679,7.823024395,5.958896886,5.836591346
"SLC27A6",3.568649336,3.722341883,4.077666623,4.059227757,3.413541702,3.564381092,3.615100486,3.635939613,3.959663956,3.821965614,4.113046255,4.132884073,3.885881642,3.806140092,3.526734317,3.55895697,3.580864735,3.539211682
"SLC28A1",4.183968113,4.160751938,4.121610649,4.037542821,4.132391969,4.090709471,4.02349325,4.33850718,3.668349312,4.014736095,4.084525541,4.325404786,4.18680849,4.323379809,4.288968216,4.669163351,3.968063424,4.240639013
"SLC28A2",3.560779005,3.801451136,3.796481283,3.777594294,3.674061839,3.834034351,3.630335794,3.718344092,3.690128885,3.423371944,3.496231954,3.616595359,3.860433712,3.369428016,3.57828772,3.747324318,4.345747513,3.624627702
"SLC28A3",4.083382452,3.449630012,3.731283003,3.766378539,3.673974198,3.76232831,3.737540718,3.929629248,3.724678957,3.614285863,3.981261822,3.509785293,3.641394378,4.019918185,3.760088305,4.160298123,3.402229971,3.454021352
"SLC29A1",7.2345710145,6.546897545,5.9508716935,4.3250341695,6.7155280245,6.500354603,5.660981309,5.5455525055,6.598615477,5.978233481,6.710723179,6.440553995,5.5721373515,4.305267589,7.6209130305,7.2477303775,7.654171556,7.1526438195
"SLC29A2",5.197507404,5.591772185,7.076006438,7.804203088,3.790551064,4.616986689,4.999495325,6.283468632,4.108111466,4.553204054,5.485993099,5.605013922,6.718480924,7.842710361,5.551788223,6.393658093,6.331107631,6.961146109
"SLC29A3",7.391920077,8.148666683,5.929057463,8.860812123,6.175710099,6.549142064,5.747027057,5.677700854,5.613120976,5.758316048,6.128875305,6.291523905,6.008158848,8.823379469,6.083271909,6.219017771,7.499190713,7.289455136
"SLC2A1",6.0047880535,5.639015224,6.3824647935,6.5216899585,5.6939948815,5.50836354,6.9187856375,6.1176899245,5.7355426305,5.4324620245,4.800500907,5.02755978,7.1548693455,6.9814643965,7.252788111,7.046567864,4.7399220345,4.650410176
"SLC2A10",3.692392325,3.728968536,7.231136101,8.873221962,6.617111535,7.258857689,3.677011397,3.888681895,3.615049722,4.081628166,6.409387344,6.53591301,7.849905117,9.264492647,4.0127173,3.613050134,4.533940737,4.180822927
"SLC2A11",3.476856264,3.969721249,3.925120823,4.066371645,3.98740297,3.78629813,3.882195209,4.354634513,3.594490352,3.324310577,3.694587466,4.00381973,3.715024027,3.579502099,3.653537842,4.306432951,4.33869441,4.418845598
"SLC2A14",7.300658435,6.733386213,6.767310384,7.6052045195,7.422723343,7.9489205715,8.0392853555,8.44130928,5.5698779175,6.1368131645,9.2994740675,9.9613842675,8.97755441,9.8212474085,7.688943918,8.368536665,8.1044519745,7.999093507
"SLC2A2",3.27973011,3.229779858,3.361546057,3.509384545,3.264239294,3.377784098,3.233360596,3.104094648,3.362954981,3.467092825,3.322916881,3.432240901,3.526789701,3.138833288,3.201538102,3.29731785,3.191625956,3.389244899
"SLC2A3",6.93284026766667,6.39705966,6.88420770366667,7.36707924733333,6.525355195,7.77861136866667,7.65032313766667,8.05401339533333,5.20069953,5.938182302,8.88864683833333,9.55036395466667,8.63670919466667,9.48917684133333,7.27841552666667,8.11158331633333,7.66178082166667,7.49394673133333
"SLC2A4",3.839141398,3.691561887,4.006143846,3.636063812,3.701954121,3.454858996,3.812960004,3.660619502,3.882527774,3.6741887,3.854425384,3.873677006,3.811137464,3.842882035,3.752742205,4.124551235,3.850900536,3.894742207
"SLC2A4RG",8.439661066,8.252846033,8.981701259,8.336287436,7.50540165,7.721110182,9.33647623,9.577077818,8.830044718,8.815800613,8.754095957,8.530922707,8.509178135,8.598704946,8.286768818,8.261624188,8.43531728,8.414402746
"SLC2A5",3.901816744,3.91971297,4.3040934045,5.6316589455,4.123657155,4.1373695595,4.0803306005,4.224084345,3.965806752,4.1303670325,3.953461934,3.8716534,3.536733854,3.890507834,4.0414653135,4.1374053735,3.9263241385,3.718978385
"SLC2A6",6.271159665,7.000610457,4.635796935,5.822919429,6.182869249,6.508668181,5.010386874,5.864079065,7.907615405,8.421406346,5.195889246,6.094682019,4.597346518,6.140516477,6.014312855,7.316443729,4.507949876,5.24316292
"SLC2A8",6.511512948,6.23534942,6.81035321,7.033839431,5.776399623,6.064232488,6.243806689,6.396696143,6.57650525,6.288898319,6.249553562,5.98816469,6.259058782,6.187358493,6.704190554,6.721811738,6.292687578,6.550557975
"SLC2A9",4.427965693,4.417319808,4.451776866,4.022881246,3.975159022,4.128056496,4.081742708,4.00456768,4.642981779,3.975225557,4.075928253,4.017970057,3.921801557,4.057497761,4.772315349,4.07481078,3.726120982,3.929484013
"SLC30A1",9.639913374,9.449106362,10.44698433,10.27069165,9.217984449,9.440154573,10.84354251,11.25168018,9.807521468,9.71216999,8.930079218,9.31773037,8.999142354,9.611925792,9.548556308,9.678410099,8.94961848,8.983949383
"SLC30A10",4.007392337,3.667586665,3.54117905,3.645766843,3.815133709,3.980737998,3.569205674,3.907840277,3.939938424,3.608335464,4.102936422,4.018827489,4.001037215,3.754164449,4.056609343,4.05015797,3.76789359,3.939833306
"SLC30A3",5.302096277,5.219048135,5.227843584,5.395590807,4.918457377,4.891507637,4.580973932,4.374093828,4.944815881,4.863171719,4.972706275,4.651846044,5.367366587,5.607756728,5.5303296,5.311558435,5.005973136,4.852768517
"SLC30A4",3.267115103,3.495791993,3.95917255,4.129155135,3.603604268,3.810138789,3.627033099,3.790447357,3.703131294,3.944922369,3.514577785,3.593513872,3.71074996,3.539469549,3.695363532,3.382018389,3.542511629,3.818707146
"SLC30A5",8.1832823385,7.8444103055,7.865289869,7.6406454145,7.0858248995,7.0756772885,7.48524561,7.3444860775,7.9630529735,7.866444031,7.7566051565,7.657540656,7.4535535485,7.3756838525,8.934800533,8.7801967905,8.0846846285,8.130943615
"SLC30A9",7.942090952,7.974772453,9.263891773,9.10524302,8.975101244,9.021722606,9.155592417,8.960839585,8.600498439,8.680785276,9.401197562,9.479398711,8.823398361,8.846381385,8.284266922,8.150002161,8.455625682,8.482435762
"SLC31A1",7.889028246,7.492837986,7.078829279,6.293530927,7.244765804,6.914138653,6.381391556,6.636085392,6.770433615,6.436445976,7.096877418,6.706358385,7.630022629,7.730827713,7.932617454,7.900876455,6.721963706,5.981350786
"SLC31A2",5.444447646,5.461062607,6.242632137,6.295948787,5.966254669,6.136033719,6.321824147,6.713585586,6.976240735,7.980722169,6.077565807,5.918895929,6.408049742,7.301547622,5.561920139,5.802979935,6.5253634,6.230753901
"SLC33A1",6.5691492425,6.8739408555,6.5438335935,7.183701686,7.0182083365,7.240126775,7.7681814655,8.0913734225,7.188928351,7.299125306,7.18419024,7.6543852395,7.993270366,8.565509394,6.8009255385,7.1307131295,6.770168428,7.0171924535
"SLC34A1",3.8848380315,3.994444559,3.7842197455,3.6319384125,3.884196588,3.703257924,3.813363829,3.9651646975,4.0135464445,3.9519420345,3.9804040265,3.8547604955,3.86456279,3.828818792,3.9630241825,4.124053645,3.7746811585,4.027564533
"SLC34A2",3.743757696,4.153191278,4.015849209,6.716976074,3.677234005,3.963211038,3.920832776,3.975478126,4.078021291,3.795774425,4.039717458,3.724226474,3.812383245,4.042516854,3.92314408,3.814870546,3.769486125,3.625206661
"SLC35A2",6.30324148433333,6.17823561766667,5.890120516,6.060290375,5.47824429933333,5.05305512866667,5.921287731,6.20221094666667,6.31653316666667,6.12642549566667,5.755287285,5.945446765,5.667346131,6.13122392166667,6.1893802,5.92755043866667,6.33312502266667,6.24103359566667
"SLC35A3",6.468342905,6.535907707,7.427262882,7.8289926735,5.8008544005,5.7712115795,7.783379984,7.736587407,7.470978458,7.649049026,7.5571751865,7.8051258765,7.8663076115,8.193185868,6.6188236495,6.714229258,6.945109175,7.328638637
