Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
PFKP,-1.2122222876388875,10.740736553235294,-4.497829100628955,3.2053721714091855e-4,0.09291356431905154,0.418949425753957
SLC23A2,0.6606036111111111,5.430587823529412,4.493416724765938,3.235690785582838e-4,0.09291356431905154,0.4106071870750325
PLIN2,-2.3624912206249986,8.311508598411764,-4.480931436016465,3.3230703337284247e-4,0.09339241710259312,0.3869918373439676
RBPMS,-1.7678847083333311,6.267588411764706,-4.453944049275783,3.520233992108036e-4,0.09577387957653682,0.3358961828817142
ABCC10,0.7288888890416647,6.0917967366470585,4.449632136824822,3.552820122076088e-4,0.09577387957653682,0.327726094431128
PGRMC2,-1.0245363638402765,8.85159288167647,-4.432773990478646,3.683190733014546e-4,0.09603789225780072,0.2957674364969627
SEPT8,-0.849138416666662,7.197631882352941,-4.429631305346542,3.708026728100414e-4,0.09603789225780072,0.2898068725832177
AC004080.6,-1.9903635446805552,6.072368722529411,-4.413563400245059,3.837692237866157e-4,0.09748476301918091,0.25931790898597384
ASNA1,-0.5610687526666602,8.762028611529411,-4.396100261887816,3.9838473961171177e-4,0.09912549434638307,0.22615560787024513
FAM129A,-2.977049624166666,7.296945464852941,-4.388135610549395,4.052370879479662e-4,0.09912549434638307,0.211022014374195
ZFP36L1,-1.0226767083333312,6.522681294117647,-4.363952754273963,4.267848223133284e-4,0.09982824041495465,0.16503910729093096
DUSP4,2.8888843189861104,6.336884074970588,4.361646801285654,4.2889929570449035e-4,0.09982824041495465,0.16065184126677234
PIGH,1.1802956820277766,6.327847840647059,4.359602451032048,4.307827771710512e-4,0.09982824041495465,0.1567619258254691
PML,-0.9466324966018496,5.6183654533627445,-4.348934144372788,4.407486350922145e-4,0.10037670208505278,0.13645704803690428
MICAL3,-1.036851324236113,6.409283890823529,-4.322931222280925,4.660306088310746e-4,0.1028595017007239,0.08692713549451447
PRMT5,1.0664935555555601,9.544895235294117,4.321738793520275,4.6722462730285666e-4,0.1028595017007239,0.08465451901793486
HAVCR1,-3.1803897135694426,5.721602842411764,-4.308283879876768,4.809143816861027e-4,0.10374381918241954,0.05900342265928327
HIST1H1C,1.7295521702361087,6.6659740564705885,4.302475090377245,4.869495638814453e-4,0.10374381918241954,0.047924903636978655
BICC1,-2.3369051364027777,6.078749020411765,-4.2879911068100975,5.023345775575267e-4,0.10492312991206208,0.02028977801595655
RALB,-0.759123611111109,8.825034529411765,-4.282430096622526,5.083715886419845e-4,0.10492312991206208,0.009675263980150284
VAX2,0.546189694444446,4.319339,4.27079438921445,5.212421781165667e-4,0.10592442970371892,-0.012541732763236446
COL18A1,-1.83645568709722,7.229872545764706,-4.259089449144333,5.345224940253993e-4,0.10697738823608333,-0.034900982772897216
BTN3A2,-1.7947357039861114,6.858652402647059,-4.224043704226499,5.763701636976966e-4,0.11241999506643072,-0.10190536256354754
APOL1,-2.4746406310972233,6.103623313352942,-4.222137895801134,5.787387133406987e-4,0.11241999506643072,-0.10555155459950871
SORBS1,-0.8051782499999982,4.530326411764706,-4.207785639898476,5.968950893126032e-4,0.1135670020997845,-0.13301819125862835
KLF11,-1.314085295847221,6.783501023176471,-4.195843050214664,6.124417625755681e-4,0.1135670020997845,-0.15588379809689634
UGCG,-2.1970321666666646,9.552448823529412,-4.195730466390165,6.125902549424716e-4,0.1135670020997845,-0.15609939871033962
MGLL,-2.8938244671388853,7.5245390103529415,-4.1908711259170985,6.190343062445669e-4,0.1135670020997845,-0.16540593286360927
HNF1B,-1.4504626142222188,5.659204842264706,-4.151958722322455,6.73172157916504e-4,0.11945266445172668,-0.23998427749257534
EPB41L2,-1.4432265981597192,8.367991116735293,-4.150150866553351,6.758006582587851e-4,0.11945266445172668,-0.24345142337409253
AC013489.1,0.8275195214930582,7.291869865264706,4.148475436078348,6.782458803754638e-4,0.11945266445172668,-0.24666477563149325
PDZK1IP1,-3.8100976123749977,6.854918589705882,-4.136175004293609,6.964737548286395e-4,0.11996827282914241,-0.2702611847310834
ENTPD5,0.716356575180555,4.542748579,4.134271718441088,6.99338103402526e-4,0.11996827282914241,-0.27391312520339905
AC073136.2,0.6814312726944483,9.445806338352941,4.109250573080339,7.381190910528666e-4,0.1229450054345487,-0.321941770391855
AK5,-0.6362162470555548,4.402517337411765,-4.107755667002575,7.4050368959234e-4,0.1229450054345487,-0.3248123813992807
MAGI2,0.3931980230069452,3.9033700701764706,4.10519056174588,7.446135539983266e-4,0.1229450054345487,-0.32973833920129625
MTERF4,0.7084195049444455,5.498951903764706,4.074881020792319,7.949556137902993e-4,0.1281160316895009,-0.38797042924768643
KDELC1,-1.6783619207916685,7.63679007182353,-4.074662917740352,7.953300475841527e-4,0.1281160316895009,-0.38838963121448167
BTN2A2,-0.6544427933749999,5.087934526735294,-4.065392640966082,8.114106220179809e-4,0.12843227667187415,-0.40620964128261683
TERF1,-0.8443513749999987,8.578719823529411,-4.0576129144522834,8.251585060541115e-4,0.12843227667187415,-0.42116767782404274
CCDC198,-1.2330159765833324,4.214020329176471,-4.049622925027182,8.395225619751232e-4,0.12843227667187415,-0.4365330262713938
TP53BP2,-0.9400776249999971,9.002275470588236,-4.048067445252099,8.42348124280207e-4,0.12843227667187415,-0.43952468320529636
IFFO1,-1.2671245384722205,5.155464428235294,-4.046114811505846,8.459087039482968e-4,0.12843227667187415,-0.443280348097713
ESYT1,-0.7590448995416672,9.546680566117647,-4.025931174643518,8.836141170629055e-4,0.13177411736920494,-0.48211150969540206
BTN3A1,-0.9028507810833295,5.212325614470588,-4.023706896422229,8.87871636449333e-4,0.13177411736920494,-0.4863919029157975
APOOL,0.7268958143148181,7.103434769647058,4.01395881801897,9.067757474281963e-4,0.13308445386421164,-0.5051536096248936
HIST1H3H,0.8847880273749995,4.513267716588235,4.004440960105911,9.256246893094887e-4,0.1334800596352551,-0.523476122358983
QPRT,-2.67348083333333,6.128700294117647,-3.9942591776303096,9.462256797378477e-4,0.1334800596352551,-0.5430808700606713
JPT2,-0.7941344216481436,8.214973814921567,-3.9936692531070475,9.474333413731719e-4,0.1334800596352551,-0.544216881962015
CFLAR,-0.6987488395530335,6.343815752652406,-3.9924704918856624,9.498921648659232e-4,0.1334800596352551,-0.5465253674134987
RCN1,-0.7623042777777744,10.027629647058824,-3.9786200032845955,9.78771795921361e-4,0.13609049107710797,-0.5732016841420009
ARHGAP29,-2.855028203333328,9.7963617955882345,-3.9673028659096383,0.0010030242952010211,0.137525133081597,-0.595004110816066
SNN,-0.5573607638888873,5.914949529411765,-3.9641386368641562,0.0010099127798406321,0.137525133081597,-0.6011008255349743
PPA1,0.4081750497222263,11.842822755882352,3.952624686204215,0.0010353827910948347,0.13955480905685377,-0.6232884527833757
HIST1H4PS1,0.5680141290416696,5.1991184620588236,3.942728579285599,0.0010577899118161273,0.13979670693413118,-0.6423620889854185
ADORA1,-0.9890268194374983,4.622889041617647,-3.9401466560862777,0.0010637158165536518,0.13979670693413118,-0.6473389900554576
LRRC8E,-0.8132284383888848,5.352689810823529,-3.937887716756559,0.001068927806824684,0.13979670693413118,-0.6516934865472628
ZNF202,0.7601320416666661,5.549373470588235,3.9081817026702317,0.001139905747548753,0.14754378721755387,-0.7089715966678263
MPP1,-1.8300624858055548,7.207919625117647,-3.89947209152589,0.0011616006996831684,0.14754378721755387,-0.7257699981644326
AC074386.1,-0.8596668032083326,4.362924124529412,-3.89944288213129,0.0011616741517621017,0.14754378721755387,-0.7258263383586838
CXADR,2.5303567428194453,7.722721757176471,3.8879933535392506,0.001190828428134118,0.14843617641735266,-0.7479123377747143
H2BFS,1.3572117526944405,8.201564746823529,3.887858826465194,0.0011911753123051995,0.14843617641735266,-0.7481718587018458
VANGL1,-0.6923122083333331,7.329013647058823,-3.882264578232333,0.0012056905707266987,0.1488408107357847,-0.7589643154703243
PDE4D,1.2561743458402783,4.620732434147059,3.8728011212489544,0.0012306508089396408,0.15051543088225663,-0.7772229761421938
COL4A1,-3.024840992138887,7.962808256147059,-3.8526020489468418,0.0012856761736939576,0.15580272090205033,-0.8162014244019131
PRPF39,0.6365129166666676,7.0070161764705885,3.8364700822991993,0.0013313908673803815,0.15811874506496265,-0.8473373495512977
UGT2B11,-1.462289805555553,5.1417418235294114,-3.833842325066129,0.0013389903741637802,0.15811874506496265,-0.8524095635790543
CITED2,-1.8385306294583312,8.357093458617648,-3.830773160147295,0.0013479215536524086,0.15811874506496265,-0.8583339496165765
SLC2A3,1.831302986111111,6.433652470588235,3.8284961961611637,0.0013545860440892208,0.15811874506496265,-0.8627292561779933
SLC2A14,1.7993351944444456,6.838840470588235,3.825082192482165,0.0013646405433723782,0.15811874506496265,-0.8693195872526456
IL32,-3.5464716237222182,7.411565323705882,-3.811646886347963,0.0014049407574913842,0.16108475926031865,-0.8952565593792352
ARL4C,-2.8082143655509357,8.467214679352947,-3.8025414674778015,0.0014329295065308345,0.16108475926031865,-0.9128360519793848
ANO10,-0.9208412908472221,7.317369990823529,-3.800033284407388,0.0014407370297891161,0.16108475926031865,-0.9176786880126695
SPTSSA,0.8603137083333356,7.986424823529411,3.791597032763123,0.0014673118205561489,0.16108475926031865,-0.933967375863106
TOGARAM1,0.9001042222222253,6.6858227647058825,3.791306268588193,0.0014682364547928188,0.16108475926031865,-0.934528796073951
SPRY4,1.7589670555555568,6.125708352941176,3.789781237005376,0.0014730956482880407,0.16108475926031865,-0.9374734080581151
MTCL1,-1.4683173889861134,8.80580856582353,-3.7889959136487814,0.001475604199447237,0.16108475926031865,-0.9389897612722375
HSPA12A,-2.1370657639861097,6.040288284470588,-3.766627634946844,0.0015488805149538858,0.16769805509857277,-0.9821821634266401
VCPKMT,0.8401972361111127,6.795277176470588,3.759759787219521,0.0015721020600134254,0.16856914087051258,-0.9954444741090631
TNFSF9,-2.1269386527777767,6.507579529411765,-3.756732196373867,0.001582449350287195,0.16856914087051258,-1.001291053565069
LAPTM4B,-0.8623751977315042,11.454879234313717,-3.748034225651707,0.0016125569908999955,0.17040212234238433,-1.018087931704157
ATP5MPL,0.6999165774791685,10.545304990617646,3.7392893295851914,0.0016434051392679838,0.17187112921184483,-1.0349756893847397
PELI1,-1.1781769663888868,6.2566365575882354,-3.7367474954913575,0.0016524818994552422,0.17187112921184483,-1.0398844009048478
SMARCA4,-1.8287653749999988,6.902687470588235,-3.7228012700834983,0.0017031832177383545,0.17420669072406292,-1.066817032852505
PRKCA,-0.8850647499999971,6.73735205882353,-3.7154723568204893,0.0017304481773547866,0.17420669072406292,-1.0809704375013602
FAF2,0.5127589663472243,8.660995636617647,3.7150639383781883,0.001731980349278733,0.17420669072406292,-1.0817591620748637
SDHAF1,0.8217137638888872,6.46696305882353,3.7126886835187327,0.001740917988077169,0.17420669072406292,-1.0863461711124272
INSIG1,-1.3368960991203673,8.240031495686274,-3.71192399023175,0.0017438051889880912,0.17420669072406292,-1.0878229173044316
SYNE1,-0.6115590972222225,4.154083294117647,-3.709215919251538,0.0017540684280642265,0.17420669072406292,-1.093052627416931
EFCAB14,-0.5218556760104152,7.973281282235294,-3.705126304816872,0.0017696821332553831,0.1744457559564952,-1.1009502730597127
HIST1H2BD,1.1653824438402802,7.519563842588235,3.698725708256506,0.001794398311022105,0.17481289272488879,-1.11331063904088
DYRK2,-0.9562664859062462,6.750588721073529,-3.6954457553781728,0.0018071974153520077,0.17481289272488879,-1.1196445738074248
COL4A2,-2.7575125307847204,8.140916074441176,-3.6939384752790705,0.0018131097208955835,0.17481289272488879,-1.122555272101578
TNS1,-0.9791560138888862,4.718310411764706,-3.6818164921223735,0.0018613664919146713,0.17566242284026679,-1.1459634500109095
NGDN,0.4665701575208345,6.519894869264706,3.681717786468596,0.0018617646544220772,0.17566242284026679,-1.1461540516245767
NAP1L2,1.6504055049861135,4.698973082,3.675553215441039,0.0018868008822904593,0.17566242284026679,-1.1580577486402186
CREBZF,0.7209531192500007,5.921494574882353,3.6739150588203997,0.0018935103237980209,0.17566242284026679,-1.161220952133446
CLK4,0.7250150145972256,7.285677611941177,3.673898368560725,0.0018935788050458838,0.17566242284026679,-1.1612531801200818
HOXA10,-1.6994997918194432,6.8403613529705884,-3.6719201885611032,0.0019017129582979899,0.17566242284026679,-1.1650729207834374
FRMD4A,-0.48512230345833185,4.308181259352941,-3.664390607654734,0.0019329946531929897,0.17731198870851528,-1.1796117260388632
STX7,-0.8931585694444424,7.209499470588235,-3.634600447793492,0.0020618774239829414,0.18782992340269428,-1.2371267718847418
UBA2,0.510513611111115,11.023709411764706,3.6151453657426593,0.002150640473226255,0.19314531814047547,-1.274680974775329
TGFBR3,1.4124595416666672,5.331355823529412,3.6139258981378317,0.002156329507086085,0.19314531814047547,-1.2770346904808383
MAPK9,0.7398701729375023,8.560313292970589,3.603016195830241,0.0022078975004772095,0.19314531814047547,-1.2980903870177256
RASSF4,-0.462432166666666,4.271224470588235,-3.6016098652969717,0.0022146337896760382,0.19314531814047547,-1.3008044227878734
CELSR2,-1.2077248268888878,5.901858453117647,-3.598687262314186,0.002228698586546149,0.19314531814047547,-1.306444531938686
HIST1H2AM,0.5862015716111126,4.016437166,3.5956985711912535,0.002243173506543004,0.19314531814047547,-1.3122119857442511
ABCB1,-2.188990295027779,4.786350762235294,-3.5927131949991336,0.0022577259120817837,0.19314531814047547,-1.3179728421494463
ZBTB20,-1.014104333333333,5.087162235294118,-3.5920073664940424,0.0022611802471897767,0.19314531814047547,-1.3193348439425092
CRIP2,-1.914018511138889,6.902012065588235,-3.584115334060333,0.0023001644825030123,0.19314531814047547,-1.3345629029203536
RTN4,-0.3777973611111012,12.181585882352941,-3.5835740037672545,0.0023028629015159033,0.19314531814047547,-1.3356073709193188
EPS8L2,-2.5114363362361063,7.635930339411765,-3.581987159332044,0.0023107911781769758,0.19314531814047547,-1.3386690611053975
HSDL2,-0.7857795610486109,8.13446658135294,-3.5812620495680707,0.002314423056596504,0.19314531814047547,-1.3400680818941932
SPARC,-4.304867083333333,8.166087470588236,-3.57826489401977,0.0023294954250906333,0.19314531814047547,-1.3458506284795275
RCN2,0.5631835416666657,10.07242511764706,3.5781696116686814,0.002329976189965839,0.19314531814047547,-1.3460344572451453
HIST1H2BE,1.0124525981111097,6.454965327647058,3.574877056723472,0.00234665024663738,0.19314531814047547,-1.352386657685856
NAV2,-1.8741440197777761,7.19975772817647,-3.573397334869251,0.0023541824680609093,0.19314531814047547,-1.3552413363299456
ANXA6,-1.5856185531111118,7.476561129647059,-3.5655628670039095,0.0023944652821208437,0.19367917259771514,-1.3703546073024802
AC007318.1,0.3960795729166655,11.829825489411764,3.5638756984787414,0.0024032296918963377,0.19367917259771514,-1.3736090596262418
NPC1,-0.5149525917152777,6.394817415617647,-3.5635975934359636,0.002404677440080648,0.19367917259771514,-1.3741455007807462
BCL2L2,0.6517753333055545,7.151933830647059,3.5542847859770523,0.002453662325230619,0.19476144188155073,-1.3921078332447063
TMEM51,-1.1383432777777749,7.282245176470588,-3.547628035148991,0.0024892840350400638,0.19476144188155073,-1.4049456390950983
VCL,-0.4580349444444405,7.5251414117647055,-3.541685470723034,0.0025215185358305418,0.19476144188155073,-1.416404941997519
NRP2,-0.974522037169443,4.883688586882353,-3.5413168472854997,0.002523531701788839,0.19476144188155073,-1.4171157372769416
TDRD7,-1.2502249999999977,7.247787176470588,-3.53886485518775,0.0025369635442353522,0.19476144188155073,-1.4218436596192428
DENND2A,-1.4110230051666646,4.727127561794117,-3.537923455959871,0.002542139340453075,0.19476144188155073,-1.4236588099495648
EPHB3,0.55244385570139,4.316305126735294,3.5358326429332654,0.002553672200207115,0.19476144188155073,-1.4276900871893696
BTN3A3,-1.4607093444583361,5.242389315352941,-3.5350224203057734,0.002558155343634457,0.19476144188155073,-1.4292522307956723
ZYX,-1.1712638611111075,8.749861882352942,-3.5343529599424706,0.00256186552469254,0.19476144188155073,-1.4305429621785715
KLHDC2,0.9312482468888881,8.555612331764706,3.533687170597304,0.0025655606698001235,0.19476144188155073,-1.4318266008126397
NBL1,-0.9571206652847204,8.021742305117646,-3.5238239562087417,0.002620926816397924,0.19626102526436878,-1.4508410465678576
RTRAF,0.4835749999999983,11.378445294117647,3.5233684232579794,0.0026235124170715276,0.19626102526436878,-1.451719147157366
SLC12A2,1.5492248333333336,6.904461352941176,3.5222469288128195,0.0026298888236651733,0.19626102526436878,-1.453880945837576
TWF2,-0.9601719722222226,6.1857754117647055,-3.5162121227357988,0.00266446601856893,0.19772433505211798,-1.4655128879904478
MEX3D,-0.9389916693055538,7.128182282058823,-3.5021017727341297,0.00274708694582597,0.19998970238364996,-1.4927049064730715
COPZ2,-1.9501310906666633,6.698200613882353,-3.4979295197542726,0.002772001125117756,0.19998970238364996,-1.5007437532512222
ADPRM,0.7544979772083344,5.2545984997058826,3.495709845791953,0.0027853470451000765,0.19998970238364996,-1.5050202013735516
PPM1A,0.40401480390972466,6.661605151617647,3.494754964692013,0.002791107945126816,0.19998970238364996,-1.5068598238156259
CAPG,-2.9360622985972222,8.126910731588236,-3.494611367856684,0.002791975303621458,0.19998970238364996,-1.507136466497224
JADE1,-0.9575235331249985,8.528036207705883,-3.4937695060585954,0.0027970657357799414,0.19998970238364996,-1.5087583159710833
SFXN3,-1.1583474583333313,7.3432213529411765,-3.493123818010732,0.0028009762238606437,0.19998970238364996,-1.5100022162498892
HIST2H2AA3,1.6268420617152772,7.520620253352941,3.4836753148110957,0.0028588244246267416,0.20231513367563336,-1.5282024955310947
KCNJ16,-2.7550546193611103,4.943723704352941,-3.4828104882931084,0.002864178211624153,0.20231513367563336,-1.5298681863778771
DYNC1LI1,0.6230294710555597,8.634199099235294,3.476557442872491,0.0029031856579210414,0.20390225114839322,-1.5419108310688499
STRN,0.3874809305555553,4.722249588235294,3.4709186806971175,0.0029388131918585904,0.20390225114839322,-1.5527689426708182
FOS,1.1106310387916682,4.812053343058824,3.467685389114744,0.0029594376351902004,0.20390225114839322,-1.5589943794210406
GALC,1.8324706511180553,5.607036666617647,3.466018084032356,0.002970129085541667,0.20390225114839322,-1.5622044492382443
INHBA,-2.1221425676388863,5.582220346058824,-3.4654916872003687,0.0029735125163248555,0.20390225114839322,-1.5632178964841223
PARD3,-0.7901648829513892,7.734896034470588,-3.4612907308800884,0.003000651730769647,0.20390225114839322,-1.5713053349534585
SLC25A4,0.4126498055555565,5.600822411764706,3.4591206341474767,0.003014767242098802,0.20390225114839322,-1.575482751900597
APOBEC3C,-0.9255420710972189,7.7361461327058825,-3.4561911920722466,0.0030339265248561864,0.20390225114839322,-1.5811215430355885
H1F0,2.302285067625,8.388518080882353,3.453521400012055,0.0030514928398845224,0.20390225114839322,-1.5862601791268478
ACYP1,0.9385361849444473,8.039466969411764,3.4497636664472675,0.0030763885373945744,0.20390225114839322,-1.5934922181384605
NR2F2,-1.2803872331805524,8.56751489375,-3.449657351486255,0.0030770958176554635,0.20390225114839322,-1.5936968190392706
C8orf44,-0.37859014261111135,4.105716692,-3.449564900350982,0.0030777109973443295,0.20390225114839322,-1.5938747388417855
TENM4,-1.188998999999999,4.43245794117647,-3.448122746365081,0.003087323054711079,0.20390225114839322,-1.596650071359921
GLS,-1.323886243783333,6.980584723258824,-3.4336753158853686,0.003185274706493414,0.20733252476164787,-1.6244473674031727
STAT1,-1.451117027777772,8.570759823529412,-3.4321597485620368,0.0031957269717111264,0.20733252476164787,-1.627362734287784
PTPRD,-1.2967005138888892,4.598226117647059,-3.4317878936794015,0.0031982966981670483,0.20733252476164787,-1.6280780209578705
CLTB,0.6464457577500022,7.104541340897058,3.428961404922791,0.0032178964104484994,0.20733252476164787,-1.6335147110304584
CYCSP55,0.41630938819444907,12.324453494117646,3.427682213101519,0.003226805801898232,0.20733252476164787,-1.6359750675080456
DNMT3B,-1.2162362674999958,7.087780310823529,-3.426732057022948,0.003233439329313306,0.20733252476164787,-1.6378025098337892
ELOVL2,-1.2473560301180537,5.264910143941177,-3.4236951245844423,0.003254732500235847,0.20768966954403525,-1.643643134757979
GLMN,0.6934414436527794,7.724574005529411,3.4186200524766868,0.0032906265285188524,0.2082691527985813,-1.6534023729288734
ITGB3,-0.7493407789490742,4.477568861392157,-3.4167823134791555,0.003303720668225291,0.2082691527985813,-1.6569359452596162
HOXB9,-0.820917761861109,4.835821370764706,-3.4157476757570597,0.0033111153068136933,0.2082691527985813,-1.658925244860983
PTGS2,2.2128377083333346,4.638914941176471,3.409176505772616,0.0033584643328473224,0.21024623399327147,-1.6715582209290911
COL4A5,2.3415062744861137,6.583735734470588,3.396577358255515,0.0034511321168049685,0.21365251806727747,-1.695772853424419
EMC9,0.8258220486388872,7.801751077352941,3.3952917128002045,0.0034607293615692425,0.21365251806727747,-1.6982432365722744
HYPK,0.8493536551666683,9.592492833941176,3.3940861487714957,0.0034697528130461968,0.21365251806727747,-1.7005596511597894
ACOT1,0.8352229115555563,7.545078397529412,3.3924560221965643,0.0034819911047600767,0.21365251806727747,-1.7036916947489873
KIRREL1,-1.0382138354305557,5.767197414117647,-3.389050937897583,0.0035076930674844973,0.21365251806727747,-1.7102335269319076
SDHD,0.5371927361111126,9.478097529411764,3.3880566222401076,0.003515233643924214,0.21365251806727747,-1.7121436663908343
HIST1H4K,0.49068896664583583,5.569483765441176,3.3866275294514883,0.0035260995486915353,0.21365251806727747,-1.7148889308456692
PUS3,0.9834428611111123,6.527220470588236,3.3832400154123987,0.003551989027125476,0.21412095424325547,-1.7213957806311235
PIP4K2A,-0.9020917190763909,6.888122163264706,-3.379289927994544,0.0035824157317068607,0.21412095424325547,-1.7289823243178706
RPS29,0.30141138888889074,12.716268235294118,3.3788519823147474,0.0035858049812202792,0.21412095424325547,-1.7298233822045619
EXT1,-1.029074526041665,6.991052728529412,-3.3759191057315365,0.003608584359159086,0.21412095424325547,-1.7354555417750142
RDH14,0.5527387499999996,8.979754647058824,3.3751115425029266,0.003614881731868118,0.21412095424325547,-1.737006251153109
TMEM251,1.1301484305555585,7.902308,3.3672002570758015,0.003677151807109858,0.21656748285850683,-1.7521955083702316
ARHGAP1,-0.5971419384444454,8.164335355088236,-3.3645642374331506,0.0036981348187752976,0.21656748285850683,-1.757255610506963
ETV5,1.014538071814819,6.827901343627451,3.3636585590356667,0.0037053714229708943,0.21656748285850683,-1.7589940431022484
